지점,지점명,일시,평균기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),평균지면온도(°C)
276,청송군,Oct-23,12,82,7.4,1.2,4.6,16.4
276,청송군,Nov-23,5.6,65,27.3,2.1,2.8,6.8
276,청송군,Dec-23,0,69,103.9,1.9,3.6,0.8
276,청송군,Jan-24,-1.1,68,20.1,1.9,2.8,-0.1
276,청송군,Feb-24,2.1,73,70.2,1.4,6.4,3.5
276,청송군,Mar-24,5.4,56,62.7,2.1,4.4,8.5
276,청송군,Apr-24,13.4,62,50.7,1.5,5.5,18.6
276,청송군,May-24,16.2,65,125.6,1.7,4.1,23
276,청송군,Jun-24,21.7,64,67.3,1.5,5.2,27
276,청송군,Jul-24,25.9,78,223.8,1.5,6.5,28.5
276,청송군,Aug-24,27.1,85,19.1,1.5,4.3,33.5
276,청송군,Sep-24,23.3,88,223.7,1.4,6.1,28.1
276,청송군,Oct-24,14.5,89,51.5,1.3,6.1,18.4
276,청송군,Nov-24,7.5,82,32.4,1.5,4.5,9.4
276,청송군,Dec-24,-0.4,52,1.6,2.5,3,0.3
276,청송군,Jan-25,-2.8,61,6.8,2.2,3.3,-1.9
276,청송군,Feb-25,-2.2,46,4.1,2.9,2.2,0
276,청송군,Mar-25,5.8,57,49.1,2.2,5.2,7.4
276,청송군,Apr-25,12.4,53,41.4,2.3,3.6,16.7
276,청송군,May-25,16.2,69,94.6,1.9,5.3,20.9
276,청송군,Jun-25,23.1,69,221,1.7,5.8,28.2
276,청송군,Jul-25,26.4,71,204.3,1.7,4.4,32.6
276,청송군,Aug-25,27.1,82,66.4,1.5,5.4,31.8
276,청송군,Sep-25,22.2,88,117.8,1.4,7.4,24.9
276,청송군,Oct-25,15.3,91,130.1,1.1,7.2,17.7
276,청송군,Nov-25,5.9,76,12.9,1.7,2.5,6.9
276,청송군,Dec-25,-0.1,68,8.8,2.1,3.5,0.5
276,청송군,Jan-26,-3.3,46,2.4,2.9,2.3,-2.4
276,청송군,Feb-26,0.5,52,8.5,2.1,3.7,1.4
276,청송군,Mar-26,5.8,62,50.9,1.8,4.4,7.8
276,청송군,Apr-26,12.6,61,58.5,1.9,5.3,16.2
276,청송군,May-26,,,18.5,,,
277,영덕,May-22,18.4,54,5.4,2.6,4.3,24.4
277,영덕,Jun-22,22,75,54,2.4,6.1,27.5
277,영덕,Jul-22,24.7,84,115.6,1.7,6.5,29.9
277,영덕,Aug-22,24.7,82,124.7,1.7,6.9,28.2
277,영덕,Sep-22,20,82,141.5,2.8,6.3,23.7
277,영덕,Oct-22,14.4,74,62.8,2.3,5.8,17.8
277,영덕,Nov-22,11.4,62,172.2,2.5,4.1,11.8
277,영덕,Dec-22,0.7,48,3.1,3.4,3.8,1.3
277,영덕,Jan-23,1.5,47,22.9,3.3,3.2,2.1
277,영덕,Feb-23,4.2,57,45.3,2.7,4.7,4.5
277,영덕,Mar-23,10.2,58,30.6,2.5,4,12.9
277,영덕,Apr-23,13.3,66,37.3,2.6,4.5,17.7
277,영덕,May-23,17.2,70,115.5,2.4,5.5,22.7
277,영덕,Jun-23,21.7,76,113.4,2.1,6.1,27.6
277,영덕,Jul-23,24.8,85,260.3,1.6,6.5,28.4
277,영덕,Aug-23,25.3,85,216.6,2.3,5.9,32.1
277,영덕,Sep-23,21.9,84,232.6,2.2,6.1,26.2
277,영덕,Oct-23,15.3,69,9.9,2.2,3.8,19.5
277,영덕,Nov-23,9.6,53,9.1,2.8,3.1,11.6
277,영덕,Dec-23,3.7,57,135.2,3.1,3.9,4.4
277,영덕,Jan-24,2.4,55,20.6,3.2,3.5,2.7
277,영덕,Feb-24,4.7,74,117.7,3.2,6.3,5.3
277,영덕,Mar-24,7.1,61,55.4,3.2,4.3,9.7
277,영덕,Apr-24,14.2,69,66.6,3.2,5.3,17.5
277,영덕,May-24,17.3,67,87.4,3,4.1,23.3
277,영덕,Jun-24,22.1,72,71.9,2.1,5.1,28.4
277,영덕,Jul-24,26.2,80,121.6,2.2,6.5,30.9
277,영덕,Aug-24,27.1,80,28.9,2.3,4,34.7
277,영덕,Sep-24,23.2,86,128.8,2.4,6,27.4
277,영덕,Oct-24,16.3,81,119.2,2.4,5.9,18.8
277,영덕,Nov-24,10.8,72,30.3,2.4,4.5,11.7
277,영덕,Dec-24,3.3,46,0,3.2,2.6,3.3
277,영덕,Jan-25,1.6,50,11.8,3.1,2.7,1.7
277,영덕,Feb-25,1.2,41,1.2,3.6,1.7,2.7
277,영덕,Mar-25,8.1,60,56.7,3.4,5.2,9.2
277,영덕,Apr-25,13,61,41.8,2.8,3.8,17
277,영덕,May-25,16.4,71,135.9,2.5,4.9,21.1
277,영덕,Jun-25,23.1,71,150.2,1.9,5.7,27.6
277,영덕,Jul-25,26.3,77,120,2.2,4.1,32.9
277,영덕,Aug-25,27.3,75,42.4,1.8,5.3,33.3
277,영덕,Sep-25,22.5,82,115.8,2,7.1,26.1
277,영덕,Oct-25,16.1,86,385.1,1.9,7.2,18
277,영덕,Nov-25,10.1,57,7.4,2.4,2.5,10.8
277,영덕,Dec-25,4.2,52,9.5,3,3.2,4
277,영덕,Jan-26,0,40,0.3,3.7,2.2,1.1
277,영덕,Feb-26,4.9,46,11.5,3.4,3.7,5.7
277,영덕,Mar-26,7.9,68,69,2.8,4.6,9.4
277,영덕,Apr-26,13.6,64,85.1,2.7,5.2,17
277,영덕,May-26,,,28.6,,,
278,의성,May-22,18.1,56,5.4,1.4,3.9,25.3
278,의성,Jun-22,23,72,73.5,1.3,5.8,28.5
278,의성,Jul-22,26.4,79,109.5,1,6.6,30.4
278,의성,Aug-22,25.2,85,203.3,0.8,7.2,27.7
278,의성,Sep-22,20.2,80,38.3,1,6.5,23.4
278,의성,Oct-22,12.8,78,35.2,0.9,5.4,15.6
278,의성,Nov-22,7.5,73,58,0.7,4.2,8.1
278,의성,Dec-22,-3.4,68,5.6,0.9,3.9,-1.2
278,의성,Jan-23,-2.7,67,19.6,1,3.1,-1.8
278,의성,Feb-23,1.3,62,4.4,0.9,4.1,2.2
278,의성,Mar-23,8.8,56,35.3,1,3.6,10.7
278,의성,Apr-23,12.6,64,40.4,1.4,4.6,15.8
278,의성,May-23,17.8,70,152.8,1,5.6,22.7
278,의성,Jun-23,22.5,76,206.6,1,5.9,27.7
278,의성,Jul-23,25.7,87,457.6,0.8,6.7,29.2
278,의성,Aug-23,26.9,83,321.6,0.9,6.1,31.5
278,의성,Sep-23,22.3,86,222.4,0.8,6.1,25.6
278,의성,Oct-23,13,81,6.8,0.7,4.1,16.8
278,의성,Nov-23,6.2,71,26.4,1.1,3.1,7.8
278,의성,Dec-23,0.5,74,81.5,0.9,3.7,2
278,의성,Jan-24,-0.6,72,17.6,1,3.2,0.4
278,의성,Feb-24,3.4,78,52.6,0.9,6.2,4
278,의성,Mar-24,6.3,65,55.3,1.3,4.5,8
278,의성,Apr-24,14.8,70,48,1,5.4,17.1
278,의성,May-24,17.5,69,94.7,1.2,4,22
278,의성,Jun-24,23,70,66.6,1,5.2,28.5
278,의성,Jul-24,26.7,84,290.5,1.1,6.6,30.7
278,의성,Aug-24,27.9,78,69.6,1,4.4,35.1
278,의성,Sep-24,24.6,80,199.4,0.9,6,28.9
278,의성,Oct-24,15.3,86,48.5,0.8,6.4,18.2
278,의성,Nov-24,8.3,81,25.6,0.8,4.4,9.7
278,의성,Dec-24,0,65,1.6,1.1,3.3,0.5
278,의성,Jan-25,-2,66,7.4,1,3.5,-1.3
278,의성,Feb-25,-1.8,57,4.8,1.5,2.3,0.6
278,의성,Mar-25,7.4,60,31.1,1.4,4.9,8.7
278,의성,Apr-25,13.5,59,40.4,1.4,3.9,17.8
278,의성,May-25,17.1,72,113.7,1.2,5.2,21.3
278,의성,Jun-25,23.7,73,213,1.1,5.7,28.1
278,의성,Jul-25,27,78,217.7,1,4.4,32.9
278,의성,Aug-25,27.7,79,59.3,1,5.1,33.1
278,의성,Sep-25,22.9,84,134,0.9,7.5,25.3
278,의성,Oct-25,16.2,87,119.9,0.7,7,18.5
278,의성,Nov-25,6.5,75,14.9,0.8,2.7,7.8
278,의성,Dec-25,0.3,69,8.1,1,3.6,1.3
278,의성,Jan-26,-3.2,54,1.7,1.4,2.5,-2
278,의성,Feb-26,1.3,58,7.1,1.2,3.7,2.2
278,의성,Mar-26,7.2,64,41.4,1.1,4.2,9.2
278,의성,Apr-26,13.7,64,66.6,1.2,5.2,17.4
278,의성,May-26,,,11.1,,,
279,구미,May-22,19.9,47,8.2,1.2,3.9,26
279,구미,Jun-22,23.6,68,122.9,1,5.7,28.3
279,구미,Jul-22,27,72,113.3,1,6.7,31.7
279,구미,Aug-22,25.7,78,229.2,0.7,7.1,28.6
279,구미,Sep-22,21,73,141.4,0.6,6.5,24.7
279,구미,Oct-22,14.5,68,32,0.6,5.1,17.5
279,구미,Nov-22,9.4,63,55,0.5,4.3,10.1
279,구미,Dec-22,-0.4,54,5.2,1,4.1,-0.3
279,구미,Jan-23,-0.2,55,21.5,0.8,3.3,-0.6
279,구미,Feb-23,3.4,51,10,0.7,4.3,3.1
279,구미,Mar-23,10.9,47,27.5,0.7,3.7,11.6
279,구미,Apr-23,14.1,56,44.9,0.9,4.5,16.9
279,구미,May-23,19.2,62,161.1,0.7,5.8,23.7
279,구미,Jun-23,23.7,67,164.3,0.8,6.1,28.6
279,구미,Jul-23,25.9,81,481.3,0.7,6.8,29.1
279,구미,Aug-23,27,78,498.3,0.8,6.3,31.3
279,구미,Sep-23,22.8,79,219,0.6,6.1,26.5
279,구미,Oct-23,14.9,68,3.4,0.6,4,18.1
279,구미,Nov-23,8,60,40.5,0.8,3.7,8.7
279,구미,Dec-23,2.6,65,100.8,0.8,3.9,2.7
279,구미,Jan-24,1.5,60,26.8,1,3.3,1.4
279,구미,Feb-24,4.7,70,77.6,0.7,6.2,5.7
279,구미,Mar-24,8,54,71.5,1.1,4.3,10
279,구미,Apr-24,16,61,63.3,0.8,5.5,19
279,구미,May-24,18.9,60,72.1,1,4.2,24
279,구미,Jun-24,24.3,60,63.5,0.9,5.1,29.5
279,구미,Jul-24,27.1,77,299.4,0.8,6.4,30
279,구미,Aug-24,28.7,70,63.1,0.8,4.4,35.2
279,구미,Sep-24,25,75,168.3,0.6,5.9,28.6
279,구미,Oct-24,15.8,78,56.4,0.6,6,18.3
279,구미,Nov-24,9.6,68,31.2,0.7,4.4,10.2
279,구미,Dec-24,2.8,52,2.5,1.1,3.6,2.1
279,구미,Jan-25,0.2,58,8.9,1.2,3.4,-0.1
279,구미,Feb-25,0.3,51,8.8,1.9,2.7,1
279,구미,Mar-25,8.6,54,31.4,1.6,4.9,10.3
279,구미,Apr-25,14.8,54,50.4,1.6,3.9,18.8
279,구미,May-25,18.1,67,133.6,1.4,5.4,21.8
279,구미,Jun-25,24.6,67,238.9,1.3,5.7,29.2
279,구미,Jul-25,28.1,70,142,1.3,4.3,35.1
279,구미,Aug-25,28.5,73,98.9,1.1,5.3,33.8
279,구미,Sep-25,23.7,80,164.5,0.9,7.5,26.2
279,구미,Oct-25,16.9,81,145.1,0.8,6.8,18.9
279,구미,Nov-25,8.2,66,14.1,1.1,2.7,9.1
279,구미,Dec-25,1.9,59,9.9,1.3,3.6,1.3
279,구미,Jan-26,-1,44,0.3,1.8,2.8,-1.6
279,구미,Feb-26,3.2,52,11,1.5,3.7,2.8
279,구미,Mar-26,8.8,55,56.6,1.3,4.2,9.9
279,구미,Apr-26,14.9,56,76.8,1.4,5.2,17.9
279,구미,May-26,,,14.8,,,
281,영천,May-22,19,53,2.1,1.8,4,25.7
281,영천,Jun-22,22.8,72,129.6,1.7,6,26.6
281,영천,Jul-22,25.7,80,106.1,1.4,6.8,28.3
281,영천,Aug-22,25.5,80,181,1.3,7.1,27.1
281,영천,Sep-22,20.3,79,102.3,1.4,6.8,22.5
281,영천,Oct-22,14,72,22.9,1.4,5.1,15.2
281,영천,Nov-22,9.3,67,45.1,1.2,4,9.2
281,영천,Dec-22,-0.5,56,5.8,2.2,3.8,-0.5
281,영천,Jan-23,-0.1,56,18.3,2,3.1,-0.4
281,영천,Feb-23,3,58,11.3,1.5,4,3.9
281,영천,Mar-23,10.1,56,43.2,1.6,3.7,11.4
281,영천,Apr-23,13.6,62,31.7,2,4.2,16.7
281,영천,May-23,18,69,166.9,1.5,5.7,21.3
281,영천,Jun-23,22.7,74,247.6,1.6,6.1,26.5
281,영천,Jul-23,25.7,84,234.1,1.3,6.7,27.3
281,영천,Aug-23,26.4,82,267.1,1.4,6.2,29
281,영천,Sep-23,22.4,84,140.3,1.2,6.1,25.7
281,영천,Oct-23,14.3,73,5.5,1.2,3.8,16.6
281,영천,Nov-23,8,62,24.7,2.1,3.1,8.6
281,영천,Dec-23,2.5,66,105.3,1.9,3.7,2.9
281,영천,Jan-24,1.4,63,19.6,2.1,3.2,1.7
281,영천,Feb-24,4.5,76,63.7,1.6,6.2,5.2
281,영천,Mar-24,7.4,61,71.4,2,4.4,9.7
281,영천,Apr-24,14.8,68,57,1.5,5.5,18.3
281,영천,May-24,17.8,65,82.6,1.8,4,21.9
281,영천,Jun-24,23,70,99,1.4,5.6,28.4
281,영천,Jul-24,26.9,80,366.3,1.6,6.3,28.4
281,영천,Aug-24,27.9,76,58.4,1.5,4.2,30.9
281,영천,Sep-24,24.3,81,205.4,1.3,5.7,27.4
281,영천,Oct-24,16.1,82,79.8,1.2,6.1,18.1
281,영천,Nov-24,9.4,76,44.1,1.3,4.6,10.3
281,영천,Dec-24,2.4,54,0.6,2.4,3.1,2.5
281,영천,Jan-25,0.1,58,5.5,2,3.2,0.5
281,영천,Feb-25,0.5,49,10.7,2.7,2.3,1.3
281,영천,Mar-25,8.4,58,23,2.1,5,8.9
281,영천,Apr-25,13.7,58,35.4,2,3.8,16.5
281,영천,May-25,16.9,71,73.6,1.7,5.4,20.3
281,영천,Jun-25,23.8,68,181,1.5,5.6,27.7
281,영천,Jul-25,26.8,75,308.9,1.5,4.1,31.1
281,영천,Aug-25,27.6,77,100.9,1.3,5,30.7
281,영천,Sep-25,22.9,82,158.7,1.3,7.3,25.4
281,영천,Oct-25,16.3,85,125.8,1.1,6.8,18
281,영천,Nov-25,8.2,67,12,1.5,2.6,8.7
281,영천,Dec-25,2.4,60,12.2,2,3.6,3
281,영천,Jan-26,-0.5,44,0,2.8,2.4,0.5
281,영천,Feb-26,3.5,52,20.7,2.1,3.9,4.1
281,영천,Mar-26,7.8,64,46.5,1.6,4.3,9.5
281,영천,Apr-26,13.9,64,67.8,1.7,5.4,16.2
281,영천,May-26,,,17.2,,,
283,경주시,May-22,19.5,53,2.9,2.6,4.1,25.6
283,경주시,Jun-22,23.1,74,136.5,2.7,5.9,26.9
283,경주시,Jul-22,26.4,81,107.8,1.8,7.1,29.5
283,경주시,Aug-22,26.4,79,114.7,2.1,7.2,29.5
283,경주시,Sep-22,20.7,81,321,2.3,7.1,22.4
283,경주시,Oct-22,14.4,74,21.2,2.2,5.2,16.4
283,경주시,Nov-22,10.3,66,27.9,2.2,4,10.3
283,경주시,Dec-22,0.4,51,5.6,3.2,3.4,0.3
283,경주시,Jan-23,0.8,51,16.3,3.1,2.9,0.7
283,경주시,Feb-23,3.8,59,22.2,2.5,4.4,4.1
283,경주시,Mar-23,10.5,57,51.5,2.5,4,11.9
283,경주시,Apr-23,13.9,62,31,2.9,4.3,16.6
283,경주시,May-23,18.2,68,141.8,2.6,5.8,21.5
283,경주시,Jun-23,23.2,72,118.8,2.2,6.3,27.4
283,경주시,Jul-23,26.4,81,187.7,2,6.5,28.4
283,경주시,Aug-23,26.9,81,255,2.2,6,30.3
283,경주시,Sep-23,22.9,83,113.1,1.9,6.5,25.7
283,경주시,Oct-23,14.9,71,3.9,2,3.8,17.9
283,경주시,Nov-23,9,57,28.8,2.8,2.8,8.8
283,경주시,Dec-23,3.2,61,176.4,2.7,3.7,3
283,경주시,Jan-24,2,55,31.8,2.8,3,2.1
283,경주시,Feb-24,5,70,71.5,2.6,6.2,5.5
283,경주시,Mar-24,7.7,57,73.7,3.1,4.3,10.2
283,경주시,Apr-24,14.8,66,65.4,2.4,5.5,17.8
283,경주시,May-24,18.3,59,46.5,2.7,4.2,23.6
283,경주시,Jun-24,23.8,64,73.8,2.1,5.8,27.7
283,경주시,Jul-24,27.7,76,223.9,2.5,6.3,30.8
283,경주시,Aug-24,28.6,76,113.9,2,4.5,35.4
283,경주시,Sep-24,24.8,82,228.3,1.8,6.1,27.8
283,경주시,Oct-24,17.1,79,100.8,2,6.3,19.8
283,경주시,Nov-24,10.3,72,55.8,2.2,4.5,11.6
283,경주시,Dec-24,3.2,47,0.4,3.2,2.7,2.7
283,경주시,Jan-25,0.8,51,5.1,2.9,2.6,1.6
283,경주시,Feb-25,1.2,41,12.3,3.5,2.2,2.5
283,경주시,Mar-25,8.8,58,55.7,3.2,5.1,10.6
283,경주시,Apr-25,14,57,34.4,3.1,3.8,17.9
283,경주시,May-25,17.6,66,76.8,2.7,5.2,20.9
283,경주시,Jun-25,24.5,64,130.8,2.4,5.6,28.3
283,경주시,Jul-25,27.4,74,310.5,2.3,4.4,32.6
283,경주시,Aug-25,28,77,192.3,1.9,4.9,31.6
283,경주시,Sep-25,23.5,82,81.3,1.9,7.4,25.7
283,경주시,Oct-25,16.8,87,109.3,1.7,7,18.8
283,경주시,Nov-25,9,67,12.4,2.4,2.5,9.8
283,경주시,Dec-25,3.3,60,12.1,2.9,3.4,3.7
283,경주시,Jan-26,0,42,0,3.6,2.2,0.8
283,경주시,Feb-26,3.8,51,23,3,3.9,4.6
283,경주시,Mar-26,8.1,67,55.9,2.5,4.6,9.6
283,경주시,Apr-26,14.4,66,73.7,2.6,5.6,16.7
283,경주시,May-26,,,24.2,,,
284,거창,May-22,17.9,55,0,1.6,3.9,24.3
284,거창,Jun-22,22.5,74,63.2,1.5,6.3,26.3
284,거창,Jul-22,25.7,80,128.7,1.2,6.8,29.6
284,거창,Aug-22,24.9,83,120.2,1.1,7.5,27.7
284,거창,Sep-22,19.9,80,126.2,1.2,6.8,23.3
284,거창,Oct-22,12.8,75,22.5,1.2,4.8,16.3
284,거창,Nov-22,8.1,71,61.8,1,4,9.4
284,거창,Dec-22,-1.3,63,5.9,1.5,4.6,0.1
284,거창,Jan-23,-0.9,63,26.7,1.4,3.7,0
284,거창,Feb-23,2.2,59,11.1,1.2,4.3,3.1
284,거창,Mar-23,9.1,55,30.5,1.3,3.8,10.2
284,거창,Apr-23,12.5,64,47.9,1.7,4.6,15.1
284,거창,May-23,17.3,73,211.3,1.2,6,21.1
284,거창,Jun-23,22.1,75,180.2,1.3,6.3,27.1
284,거창,Jul-23,24.9,88,482.1,1,7.3,27.6
284,거창,Aug-23,25.7,84,334.8,1.2,6.4,30.1
284,거창,Sep-23,21.4,85,125.6,0.9,6.3,25
284,거창,Oct-23,12.8,76,9.5,1.1,4.2,16.4
284,거창,Nov-23,6.6,67,44.2,1.5,3.7,8.5
284,거창,Dec-23,1.5,72,121.5,1.2,4.6,3
284,거창,Jan-24,0.2,68,29.8,1.2,3.4,2
284,거창,Feb-24,3.2,79,117.8,0.9,6,5.2
284,거창,Mar-24,6.2,62,79.4,1.6,4.6,8.5
284,거창,Apr-24,14.2,72,98.4,1.1,5.8,17.4
284,거창,May-24,17.1,68,92.3,1.5,4.2,23.1
284,거창,Jun-24,21.8,72,146.2,1.2,5.8,27.8
284,거창,Jul-24,25.6,85,321.8,1.3,6.5,28.3
284,거창,Aug-24,26.8,81,49.2,1.1,4.6,32.3
284,거창,Sep-24,23.7,84,143.7,0.9,5.8,27.9
284,거창,Oct-24,14.4,85,94.4,0.9,6.1,17.7
284,거창,Nov-24,8.1,77,52.6,1.1,4.8,10.1
284,거창,Dec-24,1.2,61,0.4,1.7,4.5,2.2
284,거창,Jan-25,-1.4,66,6.1,1.3,4,0.6
284,거창,Feb-25,-1.2,56,18.6,1.8,3.2,1.4
284,거창,Mar-25,6.9,59,33.3,1.7,4.7,9
284,거창,Apr-25,13,57,42.5,2.1,4,16.3
284,거창,May-25,16.2,70,136.6,1.7,5.3,19
284,거창,Jun-25,22.8,71,206.6,1.6,5.6,26.5
284,거창,Jul-25,26.3,76,314.3,1.5,4.5,31.6
284,거창,Aug-25,26.6,80,211.1,1.2,5.2,30.8
284,거창,Sep-25,22.8,82,170.9,1.2,7.4,25.1
284,거창,Oct-25,16.1,83,159.4,1.1,6.5,17.9
284,거창,Nov-25,7,71,18.7,1.6,3.1,7.1
284,거창,Dec-25,1.4,66,17,1.9,4.1,1.2
284,거창,Jan-26,-1.6,52,2.2,2.3,3.1,-1.3
284,거창,Feb-26,1.9,57,20.9,1.9,3.6,2.4
284,거창,Mar-26,7.2,63,70,1.7,4.4,8.9
284,거창,Apr-26,13.4,63,79.4,1.9,5.6,16.3
284,거창,May-26,,,17.9,,,
285,합천,May-22,19.5,52,2.2,1.1,3.9,27.1
285,합천,Jun-22,23.3,71,93.2,1.4,6.1,28.6
285,합천,Jul-22,26.7,76,129.4,0.8,6.7,31.9
285,합천,Aug-22,25.6,82,201.3,0.8,7.1,28.8
285,합천,Sep-22,21,76,163,0.9,6.6,25
285,합천,Oct-22,14.2,72,19.5,0.7,4.4,18.3
285,합천,Nov-22,9.4,70,77.5,0.5,3.9,11.2
285,합천,Dec-22,-0.3,61,2.3,0.8,3.8,1.6
285,합천,Jan-23,-0.1,62,36.3,0.7,3.1,1.1
285,합천,Feb-23,3.4,58,21,0.7,4.1,4.4
285,합천,Mar-23,10.5,55,21.9,0.9,3.8,12.8
285,합천,Apr-23,14,60,44.6,1.2,4.5,18.1
285,합천,May-23,18.4,70,221.4,1,5.9,23.5
285,합천,Jun-23,23.2,72,196.3,0.9,6.2,29.4
285,합천,Jul-23,25.8,84,422.9,0.8,7.1,29.4
285,합천,Aug-23,27,80,503,0.8,6.1,33
285,합천,Sep-23,23.1,80,160.3,0.6,6.2,27.1
285,합천,Oct-23,15.1,72,6.3,0.5,4,18.9
285,합천,Nov-23,8.7,65,46.5,0.8,3.4,9.6
285,합천,Dec-23,3.2,67,90.9,0.6,4,3.4
285,합천,Jan-24,1.9,63,19.2,0.6,3.1,1.8
285,합천,Feb-24,5.3,73,98.2,0.8,6.1,5.8
285,합천,Mar-24,8.3,57,86.2,1,4.5,9.8
285,합천,Apr-24,15.8,67,110.8,0.6,5.8,18.4
285,합천,May-24,19.1,61,102.5,1,4.2,25.2
285,합천,Jun-24,23.6,65,153.8,0.8,5.9,29.6
285,합천,Jul-24,27.3,78,262.3,1,6.5,30.4
285,합천,Aug-24,28.7,72,44.8,0.9,4.4,36.3
285,합천,Sep-24,25.5,79,216.4,0.8,5.7,30.3
285,합천,Oct-24,16.6,84,116.1,0.8,6,19.6
285,합천,Nov-24,10,79,56.9,0.7,4.3,11.6
285,합천,Dec-24,2.6,64,0,0.9,3.5,2.9
285,합천,Jan-25,0.5,65,4.3,0.9,3.2,1
285,합천,Feb-25,1.1,55,17.2,1.2,2.6,2
285,합천,Mar-25,9.3,59,30.9,1.4,4.7,11.1
285,합천,Apr-25,14.6,62,64.8,1.3,4,19.2
285,합천,May-25,17.7,74,135.9,1.1,5.3,22.1
285,합천,Jun-25,23.8,75,197.3,1,5.7,28.8
285,합천,Jul-25,27.5,78,587,0.9,4.1,33.8
285,합천,Aug-25,27.8,83,295.2,0.7,5.2,34.2
285,합천,Sep-25,23.9,86,119.8,0.6,7.2,27
285,합천,Oct-25,17.3,87,101.9,0.6,6.3,19.8
285,합천,Nov-25,8.5,76,16.8,0.6,2.5,9.9
285,합천,Dec-25,2.8,68,9.5,0.7,3.7,3.1
285,합천,Jan-26,-0.3,53,0.2,0.9,2.6,0
285,합천,Feb-26,3.9,57,19.2,0.9,3.7,4.8
285,합천,Mar-26,8.8,65,74.1,0.9,4.4,10.8
285,합천,Apr-26,15,65,101.9,1,5.6,18.1
285,합천,May-26,,,14.4,,,
288,밀양,May-22,20,48,3.3,1.3,4.1,25.8
288,밀양,Jun-22,23.7,67,232.8,1.4,6.1,27
288,밀양,Jul-22,27.5,71,112.8,1,6.9,31.2
288,밀양,Aug-22,26.7,74,176.6,1,7.2,29.4
288,밀양,Sep-22,22.2,69,123.6,1,6.7,24.6
288,밀양,Oct-22,15.4,65,28.7,1,4.4,17.9
288,밀양,Nov-22,10.7,62,37.9,0.8,3.8,11.4
288,밀양,Dec-22,0.5,52,9.2,1,3.4,0.3
288,밀양,Jan-23,1,52,38,1,2.9,0.4
288,밀양,Feb-23,4.4,52,21.9,1,4.2,3.8
288,밀양,Mar-23,11,52,43.7,1,4,11.7
288,밀양,Apr-23,14.5,57,52.5,1.3,4.4,16.8
288,밀양,May-23,18.8,63,284.2,1.2,5.8,21.7
288,밀양,Jun-23,23.5,68,279.2,1,6.2,27.3
288,밀양,Jul-23,26.6,77,415.2,0.9,7,29.2
288,밀양,Aug-23,27.8,72,381.8,1,6,32.1
288,밀양,Sep-23,23.9,73,210.3,0.8,6.2,27.5
288,밀양,Oct-23,15.5,66,9.2,0.7,4,19.9
288,밀양,Nov-23,9.2,58,61.7,1,3.2,10.7
288,밀양,Dec-23,3.7,61,76.3,0.9,3.8,3.7
288,밀양,Jan-24,2.2,58,27.1,0.9,2.8,2.3
288,밀양,Feb-24,6,65,83.1,1,6,6.6
288,밀양,Mar-24,8.6,53,79.7,1.3,4.4,11
288,밀양,Apr-24,16,62,93.2,1,5.6,19.2
288,밀양,May-24,19.2,56,128.8,1.3,4,23.5
288,밀양,Jun-24,23.9,62,139.1,0.9,5.9,28
288,밀양,Jul-24,27.7,73,182,1.3,6.2,30.6
288,밀양,Aug-24,29,68,59,1,4.6,34.9
288,밀양,Sep-24,26,69,206.2,1,5.5,28.9
288,밀양,Oct-24,17.7,71,125.8,0.8,5.9,18.9
288,밀양,Nov-24,10.8,66,76.9,0.8,4.3,11
288,밀양,Dec-24,2.7,50,0,0.9,3,1.8
288,밀양,Jan-25,0.7,50,4.8,0.9,2.7,0.1
288,밀양,Feb-25,1.1,42,14.8,1.3,2.8,
288,밀양,Mar-25,9.3,50,29.8,1.3,5,9
288,밀양,Apr-25,14.7,54,48.8,1.4,4.1,17.2
288,밀양,May-25,18.1,69,92.2,1.6,5.3,21.8
288,밀양,Jun-25,24.6,69,163,1.6,5.8,28.2
288,밀양,Jul-25,28.4,72,473.9,1.5,4.2,32
288,밀양,Aug-25,28.7,77,296.7,1.3,5.1,32.3
288,밀양,Sep-25,24.9,78,53.5,1.3,7,26.8
288,밀양,Oct-25,18.1,79,100.8,1.1,6.2,19.8
288,밀양,Nov-25,9.1,69,18.3,1.1,2.5,9.9
288,밀양,Dec-25,3.2,63,17.4,1.2,3.3,3.3
288,밀양,Jan-26,0,45,0,1.6,2.4,0.3
288,밀양,Feb-26,4.1,52,23.8,1.6,3.7,5.2
288,밀양,Mar-26,9.3,61,44.4,1.5,4.4,11.2
288,밀양,Apr-26,15.8,62,102.1,1.6,5.5,18.4
288,밀양,May-26,,,27,,,
289,산청,May-22,18.6,57,13.4,1.8,4,23.7
289,산청,Jun-22,22.6,77,156.9,1.6,6.2,26.9
289,산청,Jul-22,26.4,80,166.7,1.5,6.9,29.6
289,산청,Aug-22,25.3,86,232.6,1,7.2,27.8
289,산청,Sep-22,20.6,81,153.6,1.1,6.8,22.9
289,산청,Oct-22,13.8,73,28.5,1.5,4.4,16.4
289,산청,Nov-22,9,70,71.5,1.2,4,9.8
289,산청,Dec-22,0,59,3.5,2.4,4.3,1.3
289,산청,Jan-23,0.3,58,38,2.3,3.3,1.2
289,산청,Feb-23,2.8,58,23.5,1.4,4,4
289,산청,Mar-23,9.7,57,27.2,1.5,3.8,12
